,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
0,SportsCenter,@SC_ESPN,2021-09-02T22:56:39.000Z,"¡Lo grita Félix Torres, lo grita todo Ecuador! La Tri de Alfaro sueña en grande con el Mundial de #Qatar2022.",,,7,208,1.2K,['https://pbs.twimg.com/media/E-ULRhrVQAwqKyf?format=jpg&name=small'],https://twitter.com/SC_ESPN/status/1433564559046955008
1,La Tri,@LaTri,2021-09-02T23:03:04.000Z," ¡Grítalo con el alma #FélixTorres! 

#JuntosConLaTri",,😍,29,267,2.2K,['https://pbs.twimg.com/media/E-UM1MaVkAAoiFs?format=jpg&name=small'],https://twitter.com/LaTri/status/1433566174139146241
2,Teleamazonas,@teleamazonasec,2021-09-02T22:57:03.000Z,#AHORA | Final del partido. ‘La Tri’ suma otra victoria en el estadio Rodrigo Paz Delgado en #Quito.  #Ecuador 2 vs 0  #Paraguay,,,9,110,473,['https://pbs.twimg.com/media/E-ULdXMWYAAVZYo?format=jpg&name=small'],https://twitter.com/teleamazonasec/status/1433564657197912068
3,La Tri,@LaTri,2021-09-02T20:39:19.000Z," ¡La entrada en calor más bonita del mundo!

 Suena la alineación en los altavoces del estadio y el ""rugido"" es conmovedor.

#JuntosConLaTri",,🙌 💪,3,30,251,"['https://pbs.twimg.com/media/E-Tr7YWVIAk3fEm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-Tr7ZMVcAks2GV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-Tr7YYVcAQVyNA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-Tr7ZOVcAk7hPv?format=jpg&name=360x360']",https://twitter.com/LaTri/status/1433529995964542995
4,Havoline Deportivo,@havolinedeport,2021-09-02T23:30:59.000Z,"¡EL GOLAZO DESDE LAS GRADAS!

Sin duda, el mejor regreso a los estadios para el hincha ecuatoriano. Victoria de #Ecuador en el Rodrigo Paz Delgado ¡Vamos TRI!

#EliminatoriasQatar2022","From 
Marco",🏟 ⚽ 💛 💙 ❤,4,87,270,['https://pbs.twimg.com/ext_tw_video_thumb/1433566107051311123/pu/img/2ogrG3JhDP5ortCB.jpg'],https://twitter.com/havolinedeport/status/1433573198843502596
5,La Tri,@LaTri,2021-09-02T22:48:04.000Z," 87’ ¡GOOOOOOOOOOOOOOOOOOOOL FELIX CARAJOOOOOOO GOOOOOOL! 

 #ECU 1  0 #PAR     
 #ClasificatoriaQatar2022
 Fecha 9
 Rodrigo Paz Delgado 

#VamosEcuador ",,⏰ ⚽ 🆚 🏆 🗓 🏟,36,191,768,['https://pbs.twimg.com/ext_tw_video_thumb/1433562298019246081/pu/img/vSBs9y7kQgLPvca8.jpg'],https://twitter.com/LaTri/status/1433562399445958656
6,Aristizábal TV,@aristizabaltvec,2021-09-02T22:57:38.000Z," Así fue el gol de Félix Torres para el 1-0 de Ecuador a Paraguay en Quito al minuto 88.

#EliminatoriasQatar2022
#EliminatoriasSudamericanas 
@Cupsfire_gye","0:06
13.4K views
From 
T.",🌐 ⚽,1,49,165,[],https://twitter.com/aristizabaltvec/status/1433564804304748546
7,Pablo Eguiguren,@paeguiguren,2021-09-02T20:58:15.000Z,"Notable trabajo de 
@TheEconomist
 : estimación de exceso de mortalidad por 100 mil habitantes, ajustada por demografía:
 Perú 620
 Bolivia 453
 Ecuador 441
 Colombia 306
 Argentina 304
 Paraguay 293
 Brasil 282
 Venezuela 191
 Chile 131
 Uruguay 54",,,23,309,485,['https://pbs.twimg.com/media/E-Tsb75UUAMrwtv?format=png&name=small'],https://twitter.com/paeguiguren/status/1433534761335595009
8,MisterChip (Alexis),@2010MisterChip,2021-09-02T23:06:09.000Z,ECU 2-0 PAR (FT) - Enorme triunfo de Ecuador ante una selección que llevaba 5 partidos seguidos sin perder fuera de casa en Eliminatorias. Con 12 puntos en 7 partidos (como ahora tiene Ecuador) se clasificaron para la Copa del Mundo 6 de 8 selecciones (75%) en CONMEBOL.,,,75,718,4.5K,[],https://twitter.com/2010MisterChip/status/1433566949989097475
9,dome,@domkams,2021-09-02T22:57:02.000Z,"ECUADOR AMAZÓNICO DESDE SIEMPRE Y HASTA SIEMPRE, VIVA LA PATRIA!",,🥀,,21,29,[],https://twitter.com/domkams/status/1433564654396076033
10,Gerardo Mejia,@TheRealGerardo,2021-09-02T20:18:19.000Z,Hoy ganamos por que ganamos!!  Hasta Enrique es fan de la Tri!  2  a 1  termina el marcador! #ricosuave,,,9,47,540,['https://pbs.twimg.com/media/E-TnHypXEAM8wN6?format=jpg&name=small'],https://twitter.com/TheRealGerardo/status/1433524710084579328
11,Ecuabet,@EcuabetOficial,2021-09-02T23:34:07.000Z,"¡3 PUNTOS DE ORO! 

La Tri se lleva la victoria frente a Paraguay

¿Cuántos Retweet para la Selección?",,🥳 🎉,,15,41,['https://pbs.twimg.com/media/E-UT8e9XMAMF9wE?format=jpg&name=small'],https://twitter.com/EcuabetOficial/status/1433573988282871813
12,Metro Ecuador,@MetroEcuador,2021-09-02T23:00:00.000Z," Ecuador 2  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

49' Michael Estrada convirtió la segunda para la Tri",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,,4,[],https://twitter.com/MetroEcuador/status/1433565399354802182
13,Helloseok♡⁷ STEREOTYPE❁,@helloseok9,2021-09-02T22:59:43.000Z,"Joder que lindo ver esto 
Ecuador supremacy",,🦕,,37,141,['https://pbs.twimg.com/media/E-UL71_VkAM1Q50?format=png&name=small'],https://twitter.com/helloseok9/status/1433565327611228169
14,GyHoy juega la Tri,@lightsup_styles,2021-09-02T22:58:28.000Z,"El día de hoy ha ganado la patria de todos!

La Tri se merece lo mejor!",,🧈 🐰 🥳 💗,,13,34,['https://pbs.twimg.com/media/E-ULxyYVQBMSQh4?format=jpg&name=small'],https://twitter.com/lightsup_styles/status/1433565016045785091
15,Metro Ecuador,@MetroEcuador,2021-09-02T22:34:39.000Z," Ecuador 0  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 La Albirroja tiene pocas llegadas en este segundo tiempo.",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,,2,[],https://twitter.com/MetroEcuador/status/1433559019436720128
16,Metro Ecuador,@MetroEcuador,2021-09-02T21:19:23.000Z," Ecuador 0   Paraguay  0

 Fecha 9   #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 06 Primer cambio en Paraguay: 

 Ingresó Robert Rojas
Salió  Alberto Espínola",,🆚 🗓 🏆 ⚽ 🏟 ⏱ ➡ ⬅,,2,2,[],https://twitter.com/MetroEcuador/status/1433540080065413121
17,Metro Ecuador,@MetroEcuador,2021-09-02T23:00:22.000Z," Ecuador 2  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

¡Fin del cotejo! Y la Tricolor ilusiona ",,🆚 🗓 🏆 ⚽ 🏟 ⏱ 💛 💙 ❤,,1,5,[],https://twitter.com/MetroEcuador/status/1433565492338253826
18,Metro Ecuador,@MetroEcuador,2021-09-02T22:32:56.000Z," Ecuador 0  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 27' Ángel Mena vuelve a perder una importante oportunidad de gol.",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,,3,[],https://twitter.com/MetroEcuador/status/1433558587985436673
19,Havoline Deportivo,@havolinedeport,2021-09-02T21:54:27.000Z,"¿Quién fue el mejor del primer tiempo?

#EliminatoriasQatar2022 #Ecuador #Paraguay",,🤔 ⚽ 🏟,,,2,['https://pbs.twimg.com/media/E-T9ISOVcAE8uAa?format=jpg&name=small'],https://twitter.com/havolinedeport/status/1433548903216033794
20,Carla Heredia,@HerediaCarla,2021-09-02T19:43:59.000Z,"♟ECUADOR GANA SUS 3 PRIMEROS MATCHES EN LA OLIMPIADA ONLINE DE AJEDREZ

Como ya se ha vuelto tradición, acá el baile de la victoria 

¡Vamos Ecuador  con todo mañana!",,😅 😎,89,243,1.6K,['https://pbs.twimg.com/ext_tw_video_thumb/1433515875672502272/pu/img/c5GDn4QwZYRrQ7i1.jpg'],https://twitter.com/HerediaCarla/status/1433516072804798467
21,Andrea Morales,@AndyMoralesD,2021-09-02T23:02:21.000Z,"Victoria sufrida para #Ecuador de 2x0 sobre #Paraguay. Torres (1er gol) y Estrada (6to tanto). La Tri fue superior, le costó, pero al final pudieron despuntar.",,,,,5,['https://pbs.twimg.com/media/E-UMpu6VQA0AIAE?format=jpg&name=small'],https://twitter.com/AndyMoralesD/status/1433565993859682304
22,૮σiʍβʀᴀ,@coimbra1990,2021-09-02T22:58:19.000Z,"Grande Ecuador 
Triunfazo 2x0
Puntos importantísimos...
BYRON CASTILLO lo mejor de la TRI ",,🎉,3,44,334,['https://pbs.twimg.com/media/E-ULv90UcAAG2mV?format=jpg&name=small'],https://twitter.com/coimbra1990/status/1433564977806262290
23,Cancillería del Ecuador,@CancilleriaEc,2021-09-02T20:39:03.000Z,"En estos #100PrimerosDíasJuntos hemos fortalecido las relaciones bilaterales con Estados Unidos. Durante la visita de senadores y representantes de ese país al Ecuador, se abordaron temas de interés mutuo en seguridad, cooperación, vacunación masiva y reactivación. ",,🤝,,11,14,['https://pbs.twimg.com/ext_tw_video_thumb/1433529587456036864/pu/img/_FUm1Qg3VOhC-9eq.jpg'],https://twitter.com/CancilleriaEc/status/1433529928260079618
24,Metro Ecuador,@MetroEcuador,2021-09-02T21:49:47.000Z,"¡Fin del primer tiempo!  
#Ecuador  0 - 0  #Paraguay
¿Cómo vio el desempeño de la ‘Tri’ en esta primera parte?",,⚽,1,1,1,['https://pbs.twimg.com/media/E-T8Cz8VcCsk30t?format=jpg&name=small'],https://twitter.com/MetroEcuador/status/1433547729293111322
25,TELEPRODUCCIONES ECUATORIANAS,@TPEecuador,2021-09-02T22:59:30.000Z,"Vamos selección
Vamos #Tricolor
#EliminatoriasSudamericanas
#Ecuador 2 - 0 #Paraguay
#EntretiempoDeportivo
#TeleproduccionesEcuatorianas",,,,,3,['https://pbs.twimg.com/media/E-UMBScVQCMm-1m?format=jpg&name=small'],https://twitter.com/TPEecuador/status/1433565275987668996
26,Adam Moldover,@adam_moldover,2021-09-02T21:23:42.000Z," WSH 6-7 PHI
 
@Albirroja
 vs Ecuador  #WCQ 
 Rodrigo Paz Delgado, Quito  
 5:00pm (4:00pm ECT)
 3-4 ","Washington Nationals
@Nationals
 · 8h
FINAL // Nats 6, Phillies 7",⏮ ⏭ ⚽ 📍 🕔 ⏺ 🔴,,,1,"['https://pbs.twimg.com/profile_images/1410952741065838600/6v82Wy_h_mini.jpg', 'https://pbs.twimg.com/media/E-TwD3lXsAM-HDz?format=jpg&name=small', 'https://pbs.twimg.com/media/E-TwEL9XIAk9sfz?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TwEtJXsAAKkpX?format=jpg&name=360x360']",https://twitter.com/adam_moldover/status/1433541165857611776
27,Mauricio Montalvo,@MMontalvoEC,2021-09-02T22:26:07.000Z,"La ayuda humanitaria del Ecuador  arribó a Haití  

#JuntosLoLogramos",,,1,36,148,"['https://pbs.twimg.com/media/E-UEYF7UYBAhawq?format=jpg&name=small', 'https://pbs.twimg.com/media/E-UEYFAVQAwDsiH?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-UEYFCVQAcmSVy?format=jpg&name=360x360']",https://twitter.com/MMontalvoEC/status/1433556875459526657
28,Metro Ecuador,@MetroEcuador,2021-09-02T21:33:59.000Z," Ecuador 0   Paraguay  0

 Fecha 9   #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 31' Saque de banda para la Tricolor. Ejecuta Pervis Estupiñán.",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,1,2,[],https://twitter.com/MetroEcuador/status/1433543753537515530
29,Metro Ecuador,@MetroEcuador,2021-09-02T22:28:09.000Z," Ecuador 0  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 21'Ecuador pierde una valiosa oportunidad de gol",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,,1,[],https://twitter.com/MetroEcuador/status/1433557384211795974
30,Riesgos Ecuador,@Riesgos_Ec,2021-09-02T20:55:00.000Z,"#9MillonesDeGracias | 
@Salud_CZ2
 es parte de este hito histórico del
#GobiernoDelEncuentro.
 
#JuntosLoLogramos
#100PrimerosDíasJuntos",,,,2,2,"['https://pbs.twimg.com/media/E-TrjFNVcAgbYs4?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-TrjnXVIAcdIQR?format=jpg&name=360x360']",https://twitter.com/Riesgos_Ec/status/1433533942045499397
31,Portal De Empleo Ecuador,@portaldeempleo_,2021-09-02T21:40:02.000Z,"#PortalEmpleoEcuador 
Oportunidad laboral #Quito",,,,,2,['https://pbs.twimg.com/media/E-T51SKXMAAuLSa?format=jpg&name=small'],https://twitter.com/portaldeempleo_/status/1433545276581715970
32,Jorge Giraldo,@jorgeenrique462,2021-09-02T23:10:39.000Z,"#EliminatoriasQatar2022
Ecuador venció 2-0 a Paraguay y es segundo en la tabla de posiciones con 12 puntos.",,,,,,['https://pbs.twimg.com/media/E-UOkhdWQAUnOep?format=jpg&name=small'],https://twitter.com/jorgeenrique462/status/1433568079867490305
33,ARMY ECUADOR |,@ARMY_ECUADOREC,2021-09-02T22:58:13.000Z,ECUADOR ganó!! Y ARMY EC  celebra con stream!! ,,🦕 💜 🐋 💫 💃 🕺 💃 🕺 💜 🥳 🥳 🥳,5,76,260,"['https://pbs.twimg.com/media/E-ULt1UVkAEnXXD?format=jpg&name=small', 'https://pbs.twimg.com/media/E-ULuUVVIAMWReE?format=jpg&name=small']",https://twitter.com/ARMY_ECUADOREC/status/1433564950224592899
34,BOCA ROSA GRUPO,@GRUPOBOCAROSA,2021-09-02T23:22:00.000Z,Celebramos el triunfo de #nuestraselección frente a #Paraguay... ¡Que viva el #Ecuador!  #grupobocarosa #tricolor #festejo ,,⚽ 🥅,1,,2,['https://pbs.twimg.com/media/E-URKwIVQBU50S2?format=jpg&name=small'],https://twitter.com/GRUPOBOCAROSA/status/1433570935005663234
35,Marco Toro Espinoza :),@MarcoToro_03,2021-09-02T23:01:20.000Z,"Con la gente quiso festejar, y así fue! 
Chao Paraguay! 
#Ecuador 2-0 Paraguay",,,,5,12,['https://pbs.twimg.com/media/E-UMcPXVQBAiJ5q?format=jpg&name=small'],https://twitter.com/MarcoToro_03/status/1433565738040627202
36,Metro Ecuador,@MetroEcuador,2021-09-02T21:02:50.000Z," Ecuador  Paraguay 

 Fecha 9 

 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 ¡Arranca el partido!",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,1,2,[],https://twitter.com/MetroEcuador/status/1433535913842274327
37,Metro Ecuador,@MetroEcuador,2021-09-02T22:23:01.000Z," Ecuador 0  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 14' Posición adelantada de  Valencia",,🆚 🗓 🏆 ⚽ 🏟 ⏱,,1,,[],https://twitter.com/MetroEcuador/status/1433556093154709507
38,Ministerio de Educación del Ecuador,@Educacion_Ec,2021-09-02T21:30:00.000Z," Ruth Aguayo docente de la Unidad Educativa Manuela Cañizares nos expresa la alegría que siente de iniciar este año lectivo en las aulas, poder conocer personalmente a sus alumnos y escuchar sus voces. #JuntosAClases #JuntosLoLogramos",,🎥,,8,7,['https://pbs.twimg.com/media/E-Ty15OUcAI0Rcw.jpg'],https://twitter.com/Educacion_Ec/status/1433542750700511236
39,Metro Ecuador,@MetroEcuador,2021-09-02T22:24:17.000Z," Ecuador 0  Paraguay  0

Fecha 9 #ClasificatoriaQatar2022 

Estadio  Rodrigo Paz Delgado 

 Cartulina  para Joao Rojas. Con ello, es el segundo amonestado de la Tri",,🆚 🗓 🏆 ⚽ 🏟 ⏱ 🟨,,1,1,[],https://twitter.com/MetroEcuador/status/1433556410168606733
40,RedProTur Ecuador,@RedProTurEcuado,2021-09-02T23:15:26.000Z,"Panel 2: “Política, Legislación y Normativa Turística en Ecuador”.
De izquierda a derecha: Iván Vélez, Yorgi Ramírez, Ricardo Carrera, Carlos García. #Convenciontur2021",,,,1,5,['https://pbs.twimg.com/media/E-UPqcsWYAYfkp5?format=jpg&name=small'],https://twitter.com/RedProTurEcuado/status/1433569285570379801
41,La Voz del Tomebamba,@tomebamba,2021-09-02T21:00:29.000Z,"#ECUvsPAR |

Inicia el partido en el estadio  Rodrigo Paz Delgado de Quito.

  Ecuador  Paraguay ",,🏟 🆚,,1,2,['https://pbs.twimg.com/media/E-Twx5hVcBkOIaz?format=jpg&name=small'],https://twitter.com/tomebamba/status/1433535324291018756
42,Garlo,@garloEC,2021-09-02T21:16:20.000Z,"Estamos con un ojo en el trabajo y con el otro puesto en las #EliminatoriasQatar2022  Vamos 
@LaTri
 #ecuador",,😅,,1,4,['https://pbs.twimg.com/media/E-T0Y3uVcAoUcBQ?format=jpg&name=small'],https://twitter.com/garloEC/status/1433539311274586113
43,Guía - Conductor Ecuador,@ecuador_guia,2021-09-02T23:12:05.000Z,NO ESTÁ POR DEMÁS RECORDARLO...,,👇,,2,11,['https://pbs.twimg.com/media/E-UO5fBVcAIdD7E?format=jpg&name=small'],https://twitter.com/ecuador_guia/status/1433568439344447488
44,Armadaecuatoriana,@armada_ecuador,2021-09-02T20:18:27.000Z,"El Coronel konrad Law Agregado #Militar Aéreo y #Naval de Alemania en Chile concurrente al Ecuador mantuvo una reunión de trabajo con el Contralmirante Brúmel Vázquez, Comandante General de la Armada.",,,,1,9,['https://pbs.twimg.com/media/E-TnJvBVgAAh5dV?format=jpg&name=small'],https://twitter.com/armada_ecuador/status/1433524746625355780
45,All Sports Py,@AllSportsPy,2021-09-02T21:49:51.000Z,!FINAL PT!: Ecuador 0 - Paraguay 0. #EliminatoriasQatar2022. Fecha 7 - Partido #32.,,,,,1,['https://pbs.twimg.com/media/E-T8E5QVcAg00Kt?format=jpg&name=small'],https://twitter.com/AllSportsPy/status/1433547745017557017
46,Papa John´s Ecuador,@papa_ecuador,2021-09-02T23:00:01.000Z,"Atención #PapaLovers ¡Estamos en Samborondon!  
 
 Av. Samborondon y Av. Río Vinces. Centro Comercial Buena Vista Plaza
Teléfono  2836 163",,🥳 📌 ☎,,,,['https://pbs.twimg.com/media/E-QOosBXsAEz_8G?format=jpg&name=small'],https://twitter.com/papa_ecuador/status/1433565405612687362
47,La Hinchada Fail,@EmelecDice,2021-09-02T23:51:38.000Z,"-El peor Paraguay de la Historia !!!
-Oye no es BSC, es la Tri
-Disculpa, el mejor Ecuador que vi en mi vida 

@
@
@",,,5,64,190,[],https://twitter.com/EmelecDice/status/1433578396139802625
48,DIRECT FÚTBOL,@directfutbolec,2021-09-02T20:05:25.000Z,"CONFIRMADO el 11 de #Ecuador  vs #Paraguay

#EliminatoriasQatar2022
#EliminatoriasSudamericanas",,,,2,5,['https://pbs.twimg.com/media/E-TkLUoVcAg8__i?format=jpg&name=small'],https://twitter.com/directfutbolec/status/1433521467090776065
49,• Soldado Del Ídolo •,@IdoloSoldado,2021-09-02T23:15:15.000Z,"¡¡¡MIRA NADA MÁS LO QUE HIZO ESE DEMENTE!!!

MICHAEL ESTRADA MODO SELECCIÓN 

#EcuadorVsParaguay 
#Ecuador","From 
Marco",,1,27,69,['https://pbs.twimg.com/ext_tw_video_thumb/1433566107051311123/pu/img/2ogrG3JhDP5ortCB.jpg'],https://twitter.com/IdoloSoldado/status/1433569238606823425
50,Somos 90,@Somos90fut,2021-09-02T22:57:04.000Z,"FT - Eliminatorias Sudamericanas:

VICTORIA importante de Ecuador ante Paraguay.

F. Torres y M. Estrada.

La Tri suma 12 puntos y, por el momento, ocupa la segunda posición de la clasificación.",,⌚ 🏆 🏟 ⚽ 📊,,2,1,['https://pbs.twimg.com/media/E-ULdEwVQAA5q2_?format=jpg&name=small'],https://twitter.com/Somos90fut/status/1433564660817534977
51,Espacio Fútbol,@EspacioFutbolOk,2021-09-02T23:10:54.000Z,"#Eliminatorias 

 #Ecuador 2-0 #Paraguay

 Goles de: F. Torres y M. Estrada.",,🌎 ✅ ⚽,1,3,3,['https://pbs.twimg.com/media/E-UOnkgVIAIojV1?format=jpg&name=small'],https://twitter.com/EspacioFutbolOk/status/1433568141834170368
52,Cambio de frente,@CfdeportesCOL,2021-09-02T22:48:23.000Z,"Goooooool de 
@LaTri
 

Ecuador se va adelante en el final del partido ante la selección de Paraguay.

Vibra el país andino 

 1
 0

#EliminatoriasQatar2022 #Qatar2022 #latri",,🎙 🏟 👏 🤩,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1433562429930172417/pu/img/N2lNTtp6dVdFUCBF.jpg'],https://twitter.com/CfdeportesCOL/status/1433562475706949632
53,Alejandro Pino Calad,@PinoCalad,2021-09-02T22:10:33.000Z,"Sumar en La Paz siempre será bueno, pero el problema es que después del desastre de Queiroz teníamos que cuadrar caja de ese 0-3 con Uruguay y ese 6-1 con Ecuador. Y a pesar de ganar 0-3 en Perú, todavía no la cuadramos: ese -2 en gol diferencia es peligrosísimo",,,112,96,1K,[],https://twitter.com/PinoCalad/status/1433552955324645377
54,Juanfran,@juanfranleon12,2021-09-02T22:19:20.000Z,"#Ecuador #FEF y nos siguen vendiendo humo, esos muertos pecho frío",,🦁,,,1,['https://pbs.twimg.com/media/E-UC0nIUcAEboV3?format=jpg&name=small'],https://twitter.com/juanfranleon12/status/1433555166297395206
55,Área Deportiva FM,@AreaDeportivaFM,2021-09-02T20:14:34.000Z,"Problemas en la boletería del #RodrigoPaz previo al #Ecuador vs #Paraguay
via 
@LejoAF","0:41
335 views",📻 🎙,,7,9,[],https://twitter.com/AreaDeportivaFM/status/1433523765841825794
56,Nicolas Arias,@nicolasariasb1,2021-09-02T21:08:40.000Z,"Pronóstico para esta fecha #EliminatoriasSudamericanas #Qatar2022  
Colombia suma 3 de visita 
Ecuador se hace fuerte de local
Argentina el único ganador de visita 
Peru empezará a levantar 
Chile dará el golpe de la fecha",,,,,1,['https://pbs.twimg.com/media/E-Typb2VcBsTOYK?format=jpg&name=small'],https://twitter.com/nicolasariasb1/status/1433537381232259072
57,Football24/7,@foet247america,2021-09-02T22:54:12.000Z,Ecuador 2 Paraguay 0. Estrada #WCQ2022 #ECUPAR,,,,,,['https://pbs.twimg.com/media/E-UKs0KUUAAhgDP?format=png&name=small'],https://twitter.com/foet247america/status/1433563940391305235
58,Random Tri Color,@random_tri,2021-09-02T22:00:03.000Z,"0x863027
0x41AD01
0x9816C4",,,,,,['https://pbs.twimg.com/media/E-T-aiNWEAwcPbb?format=png&name=small'],https://twitter.com/random_tri/status/1433550314167226368
59,Mary_ Madrid,@MaryAltoke,2021-09-02T20:41:37.000Z,#GraciasReborn  es tendencia en Ecuador,,🌸 🌸 💕 😎,,,1,['https://pbs.twimg.com/media/E-Tsc03UYAE36NX?format=jpg&name=small'],https://twitter.com/MaryAltoke/status/1433530573717336070
60,Gol de Oro,@GoldeororadioOK,2021-09-02T23:21:56.000Z,"#EliminatoriasQatar2022 | LO PERDIÓ EN EL FINAL.

Paraguay hizo un gran desgaste físico en Quito, pero, no alcanzo, cayó derrotado 2-0 ante Ecuador, los goles del elenco conducido por Gustavo Alfaro fueron obra de Félix Torres y Michael Estrada.

 
@Pablohernanfer5
.",,,,2,1,['https://pbs.twimg.com/media/E-URJUXXoAEiRua?format=jpg&name=small'],https://twitter.com/GoldeororadioOK/status/1433570919923003398
61,Edgardo Aguilar,@don_agui74,2021-09-02T23:15:35.000Z,"¡ES, GRÍTEL!
#Ecuador 2
#Paraguay 0
#EcuadorVsParaguay 
#EliminatoriasQatar2022",,⚽ ⚽,,,1,['https://pbs.twimg.com/media/E-UPs1JVgAEB_Fx?format=jpg&name=small'],https://twitter.com/don_agui74/status/1433569323344404489
62,Fabrizio Cuadros,@Fab27Cuadros,2021-09-02T22:27:14.000Z,"Tras recibir numerosas críticas en Sporting Cristal, decidió irse en préstamo a jugar al Pumas UNAM. Tras ser regular en México, logró ser convocado por su país, Ecuador. Acaba de entrar a jugar contra Paraguay, WASHINGTON COROZO
#EliminatoriasSudamericanas",,,2,,2,['https://pbs.twimg.com/media/E-UEiZ1VkAQeh0l?format=png&name=360x360'],https://twitter.com/Fab27Cuadros/status/1433557153445400579
63,Manabí es como tú,@Manabiescomotu,2021-09-02T23:07:55.000Z,"¡Eso tilín! 
Hoy comiste bolón de verde 

¡Vamos Tri! 

#EliminatoriasSudamericanas #Ecuador #EliminatoriasQatar2022",,🎊 👏,,6,12,['https://pbs.twimg.com/media/E-UN8diVQAIShh-?format=jpg&name=small'],https://twitter.com/Manabiescomotu/status/1433567392148467715
64,Belén Estigarribia,@periodismobelen,2021-09-02T21:56:48.000Z,"¡Entretiempo! 
#Ecuador 0 vs #PARAGUAY 0
9ª Fecha - #EliminatoriasQatar2022",,,,,,[],https://twitter.com/periodismobelen/status/1433549495422251015
65,Erick Cadena,@cadeerck,2021-09-02T20:29:59.000Z,"Vamos ecuador , hoy ganamos tricolor. #LaTrixECDF 
@ElCanalDFutbol",,,,,,['https://pbs.twimg.com/media/E-Tpy4bUYAAWjOd?format=jpg&name=small'],https://twitter.com/cadeerck/status/1433527646797901825
66,Belet,@braaet_,2021-09-02T21:50:57.000Z,1T a cero. Vamos mi #Tri en el segundo es todo!! #SiSePuede #Ecuador,,,,,1,[],https://twitter.com/braaet_/status/1433548023125221378
67,Jonathan Aristizábal,@aristizabaljona,2021-09-02T21:35:20.000Z,"Así van los primeros 30 minutos de Ecuador vs. Paraguay.

#EliminatoriasSudamericanas",GIF,,1,3,4,['https://pbs.twimg.com/tweet_video_thumb/E-T4v8sVcAUguWy.jpg'],https://twitter.com/aristizabaljona/status/1433544092412219394
68,HAT TRICK TV,@HAT_TRICK_TV,2021-09-02T20:14:43.000Z,"ALINEACIÓN DE #ECUADOR  PARA MEDIR A #PARAGUAY 

#VamosEcuador #LaTRI
#EliminatoriasSudamericanas",,🔥 ⚽,,1,1,['https://pbs.twimg.com/media/E-TmTUvVcA8qbw8?format=jpg&name=small'],https://twitter.com/HAT_TRICK_TV/status/1433523806660796419
69,Dieghoel11,@dieghoel11,2021-09-02T23:40:17.000Z,"#EliminatoriasSudamericanas

Con goles de Félix Torres y Michael Estrada, #Ecuador derrotó a #Paraguay en #EliminatoriasQatar2022

 2  0 ",,🆚,,,,['https://pbs.twimg.com/media/E-UVWwiWQAIP8_h?format=jpg&name=small'],https://twitter.com/dieghoel11/status/1433575539391045641
70,Sportimba.com,@sportimba,2021-09-02T22:56:20.000Z," GOOOOOOOOOLAZO DE #MICHAELESTRADA A LOS 95'. #ECUADOR VENCIÓ 2-0 A #PARAGUAY Y MARCHA SEGUNDO EN LAS #ELIMINAYORIAS AH, PERO CON #PERÚ :V",,🔥 🔥,,,,['https://pbs.twimg.com/media/E-ULS6zUcAELMAW?format=jpg&name=small'],https://twitter.com/sportimba/status/1433564478751260674
71,Edgar Yar Jr.,@EdgarYar,2021-09-02T22:23:13.000Z,"¡VAMOS ECUADOR!  
@LaTri
 #VamosEcuador #LaTri",,💛 💙 ♥,,,,['https://pbs.twimg.com/media/E-UDs_DVQB0Jhkj?format=jpg&name=small'],https://twitter.com/EdgarYar/status/1433556142303506436
